exp_name,exp_time,train_time,train_time_epoch,val_time_epoch,acc,loss,last_test_time_consumption
375,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"07/31/2022, 17:15:11",1123.374,19.369,1.25,0.9625,0.6145,
376,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"07/31/2022, 17:46:03",1176.597,14.349,0.494,0.9165,0.7308,
377,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"07/31/2022, 18:16:33",1143.7,13.78,0.887,0.6891,1.9084,
378,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"07/31/2022, 19:06:56",1877.82,19.359,1.252,0.9658,0.6052,
379,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"07/31/2022, 19:34:48",1061.692,14.347,0.493,0.9174,0.7158,
380,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"07/31/2022, 19:58:46",895.915,13.783,0.888,0.6683,1.9767,
381,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"07/31/2022, 20:40:28",1550.719,19.384,1.258,0.967,0.6009,
382,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"07/31/2022, 21:06:30",990.834,14.36,0.495,0.9209,0.7097,
383,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"07/31/2022, 21:35:35",1089.669,13.793,0.889,0.6828,1.9227,
384,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"07/31/2022, 22:06:31",1145.801,19.42,1.252,0.9639,0.612,
385,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"07/31/2022, 22:31:09",936.19,14.403,0.497,0.9169,0.7249,
386,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"07/31/2022, 22:59:13",1051.353,13.834,0.891,0.675,1.9658,
387,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"07/31/2022, 23:46:11",1750.158,19.446,1.26,0.9648,0.6049,
388,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/01/2022, 00:23:52",1439.798,14.398,0.496,0.927,0.6929,
389,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/01/2022, 00:56:19",1217.488,13.835,0.891,0.6869,1.9216,
390,exp(WithoutDropout_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/01/2022, 01:48:03",1929.958,19.495,1.27,0.9663,0.6011,
391,exp(TestConvLayers_gdbls_conv1block3)_gdbls_conv1block3_on_cifar10,"08/01/2022, 11:18:05",649.913,9.558,0.462,0.8641,0.8767,
392,exp(TestConvLayers_gdbls_conv2block3)_gdbls_conv2block3_on_cifar10,"08/01/2022, 11:49:12",1122.322,11.691,0.494,0.9125,0.7531,
393,exp(TestConvLayers_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/01/2022, 12:24:21",1341.85,14.428,0.519,0.9253,0.6987,
394,exp(TestConvLayers_gdbls_conv4block3)_gdbls_conv4block3_on_cifar10,"08/01/2022, 13:03:17",1548.832,17.209,0.542,0.9278,0.6822,
395,exp(TestConvLayers_gdbls_conv5block3)_gdbls_conv5block3_on_cifar10,"08/01/2022, 13:38:52",1457.55,19.966,0.547,0.9223,0.6914,
396,exp(TestConvLayers_gdbls_conv6block3)_gdbls_conv6block3_on_cifar10,"08/01/2022, 14:15:38",1542.414,22.683,0.565,0.91,0.7121,
397,exp(TestConvLayers_gdbls_conv1block3)_gdbls_conv1block3_on_cifar100,"08/01/2022, 14:32:49",573.341,9.247,0.79,0.5948,2.2082,
398,exp(TestConvLayers_gdbls_conv2block3)_gdbls_conv2block3_on_cifar100,"08/01/2022, 14:58:53",923.313,11.26,0.844,0.6582,2.0128,
399,exp(TestConvLayers_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/01/2022, 15:27:18",1065.455,13.837,0.89,0.6826,1.9051,
400,exp(TestConvLayers_gdbls_conv4block3)_gdbls_conv4block3_on_cifar100,"08/01/2022, 15:56:02",1122.49,16.507,0.939,0.67,1.9203,
401,exp(TestConvLayers_gdbls_conv5block3)_gdbls_conv5block3_on_cifar100,"08/01/2022, 16:33:59",1530.691,19.134,0.988,0.6901,1.8922,
402,exp(TestConvLayers_gdbls_conv6block3)_gdbls_conv6block3_on_cifar100,"08/01/2022, 17:12:50",1606.669,21.712,1.035,0.674,1.9497,
403,exp(TestConvLayers_gdbls_conv1block3)_gdbls_conv1block3_on_svhn,"08/01/2022, 17:34:06",696.717,12.902,1.118,0.9379,0.7301,
404,exp(TestConvLayers_gdbls_conv2block3)_gdbls_conv2block3_on_svhn,"08/01/2022, 18:15:45",1462.879,15.73,1.188,0.9623,0.6265,
405,exp(TestConvLayers_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/01/2022, 18:46:51",1151.329,19.514,1.275,0.9641,0.6083,
406,exp(TestConvLayers_gdbls_conv4block3)_gdbls_conv4block3_on_svhn,"08/01/2022, 19:32:15",1763.437,23.203,1.333,0.9663,0.594,
407,exp(TestConvLayers_gdbls_conv5block3)_gdbls_conv5block3_on_svhn,"08/01/2022, 20:15:15",1722.261,26.91,1.4,0.9631,0.5985,
408,exp(TestConvLayers_gdbls_conv6block3)_gdbls_conv6block3_on_svhn,"08/01/2022, 20:51:09",1470.274,30.631,1.446,0.9611,0.6041,
409,exp(TestConvLayers_gdbls_conv1block3)_gdbls_conv1block3_on_cifar10,"08/01/2022, 21:07:31",554.679,9.563,0.451,0.8531,0.8995,
410,exp(TestConvLayers_gdbls_conv2block3)_gdbls_conv2block3_on_cifar10,"08/01/2022, 21:27:25",713.306,11.694,0.477,0.8982,0.786,
411,exp(TestConvLayers_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/01/2022, 21:52:49",966.681,14.428,0.499,0.9222,0.7061,
412,exp(TestConvLayers_gdbls_conv4block3)_gdbls_conv4block3_on_cifar10,"08/01/2022, 22:32:34",1583.123,17.208,0.522,0.9284,0.6763,
413,exp(TestConvLayers_gdbls_conv5block3)_gdbls_conv5block3_on_cifar10,"08/01/2022, 23:11:02",1576.975,19.962,0.545,0.9143,0.7086,
414,exp(TestConvLayers_gdbls_conv6block3)_gdbls_conv6block3_on_cifar10,"08/01/2022, 23:51:11",1686.087,22.785,0.57,0.9294,0.6715,
415,exp(TestConvLayers_gdbls_conv1block3)_gdbls_conv1block3_on_cifar100,"08/02/2022, 00:05:39",480.697,9.244,0.794,0.59,2.2444,
416,exp(TestConvLayers_gdbls_conv2block3)_gdbls_conv2block3_on_cifar100,"08/02/2022, 00:27:08",759.474,11.335,0.85,0.6704,1.9678,
417,exp(TestConvLayers_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/02/2022, 00:54:34",1027.625,13.887,0.896,0.6892,1.8848,
418,exp(TestConvLayers_gdbls_conv4block3)_gdbls_conv4block3_on_cifar100,"08/02/2022, 01:36:39",1650.85,16.509,0.943,0.6837,1.8917,
419,exp(TestConvLayers_gdbls_conv5block3)_gdbls_conv5block3_on_cifar100,"08/02/2022, 02:17:26",1647.344,19.155,0.994,0.6933,1.8783,
420,exp(TestConvLayers_gdbls_conv6block3)_gdbls_conv6block3_on_cifar100,"08/02/2022, 03:03:46",1918.343,21.799,1.043,0.6853,1.9351,
421,exp(TestConvLayers_gdbls_conv1block3)_gdbls_conv1block3_on_svhn,"08/02/2022, 03:28:13",803.594,12.961,1.124,0.9375,0.7249,
422,exp(TestConvLayers_gdbls_conv2block3)_gdbls_conv2block3_on_svhn,"08/02/2022, 04:07:51",1390.954,15.806,1.2,0.962,0.6317,
423,exp(TestConvLayers_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/02/2022, 04:46:13",1426.075,19.535,1.273,0.9647,0.6072,
424,exp(TestConvLayers_gdbls_conv4block3)_gdbls_conv4block3_on_svhn,"08/02/2022, 05:30:35",1722.884,23.282,1.339,0.9668,0.5913,
425,exp(TestConvLayers_gdbls_conv5block3)_gdbls_conv5block3_on_svhn,"08/02/2022, 06:14:23",1754.685,26.995,1.411,0.9655,0.5943,
426,exp(TestConvLayers_gdbls_conv6block3)_gdbls_conv6block3_on_svhn,"08/02/2022, 07:02:52",1993.402,30.668,1.456,0.9611,0.6031,
427,exp(TestConvLayers_gdbls_conv1block3)_gdbls_conv1block3_on_cifar10,"08/02/2022, 07:26:27",803.797,9.569,0.456,0.8696,0.8628,
428,exp(TestConvLayers_gdbls_conv2block3)_gdbls_conv2block3_on_cifar10,"08/02/2022, 07:50:13",854.616,11.707,0.479,0.9096,0.7588,
429,exp(TestConvLayers_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/02/2022, 08:26:05",1370.177,14.423,0.504,0.9226,0.7096,
430,exp(TestConvLayers_gdbls_conv4block3)_gdbls_conv4block3_on_cifar10,"08/02/2022, 08:56:00",1187.45,17.209,0.526,0.9146,0.7096,
431,exp(TestConvLayers_gdbls_conv5block3)_gdbls_conv5block3_on_cifar10,"08/02/2022, 09:31:07",1438.073,19.973,0.549,0.9219,0.6879,
432,exp(TestConvLayers_gdbls_conv6block3)_gdbls_conv6block3_on_cifar10,"08/02/2022, 10:12:17",1728.107,22.738,0.574,0.925,0.6833,
433,exp(TestConvLayers_gdbls_conv1block3)_gdbls_conv1block3_on_cifar100,"08/02/2022, 10:28:55",554.263,9.238,0.798,0.5839,2.2543,
434,exp(TestConvLayers_gdbls_conv2block3)_gdbls_conv2block3_on_cifar100,"08/02/2022, 10:46:52",631.283,11.273,0.851,0.6678,1.9907,
435,exp(TestConvLayers_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/02/2022, 11:10:13",872.525,13.85,0.897,0.665,1.9426,
436,exp(TestConvLayers_gdbls_conv4block3)_gdbls_conv4block3_on_cifar100,"08/02/2022, 11:41:54",1236.84,16.491,0.957,0.6878,1.8776,
437,exp(TestConvLayers_gdbls_conv5block3)_gdbls_conv5block3_on_cifar100,"08/02/2022, 12:16:05",1376.425,19.117,1.02,0.6897,1.8797,
438,exp(TestConvLayers_gdbls_conv6block3)_gdbls_conv6block3_on_cifar100,"08/02/2022, 12:43:04",1109.634,21.758,1.067,0.6676,1.9699,
439,exp(TestConvLayers_gdbls_conv1block3)_gdbls_conv1block3_on_svhn,"08/02/2022, 13:03:34",670.909,12.902,1.126,0.9351,0.7349,
440,exp(TestConvLayers_gdbls_conv2block3)_gdbls_conv2block3_on_svhn,"08/02/2022, 13:35:12",1105.493,15.793,1.211,0.959,0.6418,
441,exp(TestConvLayers_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/02/2022, 14:06:45",1167.809,19.463,1.285,0.965,0.6074,
442,exp(TestConvLayers_gdbls_conv4block3)_gdbls_conv4block3_on_svhn,"08/02/2022, 14:43:16",1413.9,23.179,1.351,0.9643,0.5995,
443,exp(TestConvLayers_gdbls_conv5block3)_gdbls_conv5block3_on_svhn,"08/02/2022, 15:18:27",1403.499,26.99,1.427,0.9648,0.5957,
444,exp(TestConvLayers_gdbls_conv6block3)_gdbls_conv6block3_on_svhn,"08/02/2022, 16:09:07",2084.1,30.649,1.472,0.9665,0.5894,
445,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_cifar10,"08/02/2022, 20:52:24",339.865,6.179,0.215,0.8603,0.9361,
446,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_cifar10,"08/02/2022, 21:09:33",683.256,10.676,0.355,0.8984,0.8233,
447,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/02/2022, 21:39:04",1126.868,14.447,0.498,0.9233,0.7073,
448,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_cifar10,"08/02/2022, 22:12:55",1279.218,17.056,0.569,0.9191,0.6947,
449,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_cifar100,"08/02/2022, 22:23:24",377.049,5.985,0.294,0.5903,2.3156,
450,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_cifar100,"08/02/2022, 22:38:36",595.802,10.272,0.584,0.6754,2.0151,
451,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/02/2022, 23:04:05",955.199,13.843,0.876,0.6845,1.9093,
452,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_cifar100,"08/02/2022, 23:40:04",1338.26,16.32,1.048,0.6883,1.9137,
453,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_svhn,"08/02/2022, 23:53:31",467.793,8.065,0.397,0.911,0.8152,
454,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_svhn,"08/03/2022, 00:09:07",602.926,14.355,0.836,0.9484,0.7137,
455,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 00:41:07",1187.425,19.466,1.253,0.9614,0.6172,
456,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_svhn,"08/03/2022, 01:26:39",1677.991,22.986,1.49,0.9649,0.5919,
457,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_cifar10,"08/03/2022, 01:36:12",339.132,6.166,0.206,0.8508,0.9468,
458,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_cifar10,"08/03/2022, 01:52:01",629.113,10.663,0.342,0.9038,0.806,
459,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/03/2022, 02:24:51",1255.516,14.431,0.483,0.9225,0.7058,
460,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_cifar10,"08/03/2022, 03:02:13",1414.823,17.046,0.567,0.9195,0.6922,
461,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_cifar100,"08/03/2022, 03:10:30",294.643,6.013,0.3,0.5924,2.3086,
462,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_cifar100,"08/03/2022, 03:30:06",772.002,10.293,0.587,0.6635,2.0244,
463,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/03/2022, 03:56:44",999.331,13.88,0.88,0.6862,1.9039,
464,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_cifar100,"08/03/2022, 04:26:43",1112.573,16.361,1.052,0.6859,1.897,
465,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_svhn,"08/03/2022, 04:39:50",453.489,8.098,0.401,0.909,0.8172,
466,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_svhn,"08/03/2022, 04:56:08",631.971,14.363,0.804,0.9523,0.6944,
467,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 05:35:26",1463.013,19.507,1.252,0.9665,0.6053,
468,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_svhn,"08/03/2022, 06:21:37",1702.371,23.005,1.497,0.9626,0.5985,
469,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_cifar10,"08/03/2022, 06:32:09",376.934,6.179,0.214,0.8637,0.928,
470,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_cifar10,"08/03/2022, 06:51:41",778.829,10.669,0.349,0.9135,0.7917,
471,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/03/2022, 07:24:59",1272.219,14.457,0.494,0.9251,0.6995,
472,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_cifar10,"08/03/2022, 07:57:56",1245.39,17.06,0.576,0.9175,0.7,
473,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_cifar100,"08/03/2022, 08:06:24",301.248,6.025,0.308,0.586,2.3224,
474,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_cifar100,"08/03/2022, 08:22:09",616.953,10.283,0.595,0.666,2.0172,
475,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/03/2022, 08:50:16",1054.529,13.875,0.889,0.6858,1.8938,
476,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_cifar100,"08/03/2022, 09:25:34",1310.92,16.386,1.068,0.6806,1.9274,
477,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_svhn,"08/03/2022, 09:39:02",468.72,8.081,0.407,0.9121,0.8122,
478,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_svhn,"08/03/2022, 09:58:57",774.38,14.34,0.854,0.9556,0.6821,
479,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 10:41:51",1596.77,19.473,1.269,0.9645,0.6043,
480,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_svhn,"08/03/2022, 11:35:17",1971.517,22.925,1.508,0.9669,0.5887,
481,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/03/2022, 18:06:46",1241.715,14.439,0.502,0.9085,0.7405,
482,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/03/2022, 18:38:09",1177.884,13.857,0.901,0.671,1.9508,
483,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 19:12:46",1285.086,19.471,1.266,0.9536,0.6395,
484,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/03/2022, 19:44:54",1226.575,14.43,0.508,0.9139,0.7311,
485,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/03/2022, 20:19:13",1289.154,13.862,0.903,0.6593,1.9739,
486,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 20:59:28",1498.281,19.458,1.263,0.9601,0.6193,
487,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/03/2022, 21:21:54",851.376,14.43,0.509,0.9095,0.74,
488,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/03/2022, 21:54:45",1233.778,13.863,0.902,0.6734,1.9481,
489,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 22:42:48",1792.098,19.479,1.263,0.9622,0.6158,
490,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar10,"08/10/2022, 11:40:10",1082.136,14.428,0.491,0.9202,0.7152,
491,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar100,"08/10/2022, 12:05:19",942.718,13.864,0.886,0.679,1.9219,
492,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_svhn,"08/10/2022, 12:41:27",1343.31,19.468,1.254,0.9626,0.6137,
493,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar10,"08/10/2022, 13:03:49",850.851,14.421,0.493,0.9146,0.724,
494,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar100,"08/10/2022, 13:38:28",1303.308,13.865,0.887,0.6948,1.8865,
495,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_svhn,"08/10/2022, 14:20:16",1557.441,19.468,1.25,0.9641,0.6093,
496,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar10,"08/10/2022, 14:49:45",1125.216,14.426,0.492,0.9195,0.712,
497,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar100,"08/10/2022, 15:15:39",970.817,13.869,0.886,0.6806,1.9161,
498,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_svhn,"08/10/2022, 15:45:06",1090.871,19.48,1.259,0.9634,0.6111,
499,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar10,"08/10/2022, 18:15:17",1080.064,14.401,0.491,0.9239,0.709,
500,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar100,"08/10/2022, 18:37:07",816.693,13.842,0.884,0.6771,1.93,
501,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_svhn,"08/10/2022, 19:12:12",1303.516,19.455,1.252,0.9645,0.6106,
502,exp(resnet_fpnTest)_resnet_fpn_on_cifar10,"08/14/2022, 22:35:28",540.155,16.368,0.653,0.752,2.0758,
503,exp(resnet_fpnTest)_resnet_fpn_on_cifar100,"08/14/2022, 22:47:53",436.866,15.602,1.15,0.4148,2.9998,
504,exp(resnet_fpnTest)_resnet_fpn_on_svhn,"08/14/2022, 23:38:28",1742.902,19.366,1.526,0.9434,0.6421,
505,exp(resnet_fpnTest)_resnet_fpn_on_cifar10,"08/15/2022, 00:07:20",1054.264,16.473,0.661,0.7318,1.1284,
506,exp(resnet_fpnTest)_resnet_fpn_on_cifar100,"08/15/2022, 00:13:44",218.215,15.587,1.153,0.3576,3.803,
507,exp(resnet_fpnTest)_resnet_fpn_on_svhn,"08/15/2022, 00:34:20",697.755,19.382,1.534,0.8436,0.9441,
508,exp(resnet_fpnTest)_resnet_fpn_on_cifar10,"08/15/2022, 01:10:49",1335.788,16.491,0.663,0.8265,0.9211,
509,exp(resnet_fpnTest)_resnet_fpn_on_cifar100,"08/15/2022, 01:15:05",141.321,15.702,1.154,0.3305,7.7289,
510,exp(resnet_fpnTest)_resnet_fpn_on_svhn,"08/15/2022, 01:38:24",792.134,19.32,1.53,0.8617,0.8622,
511,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 21:45:37",164.586,16.459,0.649,0.5813,2.8008,
512,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 21:59:26",180.838,16.44,0.641,0.496,2.2252,
513,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/15/2022, 22:16:09",593.544,15.62,1.14,0.4435,2.91,
514,exp(resnet_fpnTest_patience20)_resnet_fpn_on_svhn,"08/15/2022, 22:31:06",501.427,19.286,1.518,0.622,1.7793,
515,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 22:36:20",180.027,16.366,0.645,0.5998,1.8342,
516,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/15/2022, 22:41:01",156.938,15.694,1.146,0.293,4.8192,
517,exp(resnet_fpnTest_patience20)_resnet_fpn_on_svhn,"08/15/2022, 23:00:25",656.271,19.302,1.515,0.742,2.1315,
518,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 23:08:18",278.156,16.362,0.643,0.4881,1.6629,
519,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/15/2022, 23:19:27",391.759,15.67,1.146,0.4065,4.6245,
520,exp(resnet_fpnTest_patience20)_resnet_fpn_on_svhn,"08/15/2022, 23:44:25",849.945,19.317,1.52,0.6852,4.4592,
521,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 23:51:52",262.251,16.391,0.646,0.5629,1.4793,
522,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/15/2022, 23:58:43",235.369,15.691,1.147,0.2946,4.3838,
523,exp(resnet_fpnTest_patience20)_resnet_fpn_on_svhn,"08/16/2022, 00:10:56",406.206,19.343,1.521,0.7387,1.2685,
524,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/16/2022, 00:17:30",229.77,16.412,0.646,0.6783,2.8142,
525,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/16/2022, 00:20:53",109.49,15.641,1.146,0.2531,34.8836,
526,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 00:44:31",379.701,16.509,0.651,0.5883,2.1629,
527,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 00:48:21",124.989,15.624,1.149,0.2235,34.1481,
528,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 01:10:33",753.751,19.327,1.523,0.6796,1.3213,
529,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 01:38:34",1022.582,16.493,0.656,0.8151,0.9423,
530,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 01:51:32",457.148,15.764,1.155,0.4336,4.7246,
531,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 02:00:26",290.23,19.349,1.524,0.7855,1.7733,
532,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 02:05:14",163.947,16.395,0.648,0.5179,2.5162,
533,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 02:13:24",283.113,15.729,1.151,0.3775,4.0694,
534,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 02:38:55",868.439,19.299,1.523,0.783,1.0865,
535,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 02:58:52",724.234,16.46,0.652,0.7723,1.0616,
536,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 03:05:17",219.738,15.696,1.153,0.2801,8.1358,
537,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 03:12:30",231.415,19.285,1.522,0.7402,1.6041,
538,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 03:16:25",131.006,16.376,0.648,0.4554,1.8441,
539,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 03:20:40",141.131,15.681,1.151,0.3112,16.8284,
540,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 03:45:46",855.797,19.45,1.527,0.9107,0.7349,
541,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 09:01:36",179.223,16.293,0.643,0.5114,2.5911,
542,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 09:04:58",109.207,15.601,1.138,0.266,12.592,
543,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 09:25:22",691.346,19.204,1.504,0.579,1.5536,
544,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 09:34:38",328.302,16.415,0.643,0.6077,1.7227,
545,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 09:39:44",171.981,15.635,1.14,0.2939,4.0625,
546,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 10:10:36",1055.762,19.196,1.502,0.9266,0.6921,
547,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 10:19:20",310.29,16.331,0.638,0.585,2.1425,
548,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 10:41:39",797.439,15.636,1.136,0.4671,2.7337,
549,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 10:47:10",173.007,19.223,1.509,0.6935,1.2766,
550,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 11:01:13",505.645,16.311,0.638,0.7181,1.8672,
